ObjectID,RGBPalette,NamePalette,BasicPalette,Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
38531,"[(239, 195, 96), (223, 178, 50), (187, 150, 76), (230, 216, 195), (149, 119, 63), (168, 129, 64)]","{'goldenrod', 'peru', 'wheat', 'sandybrown', 'sienna'}",{'brown'},Sketchbook,Robert Overby,8333,"(American, 1935–1993)",(American),(1935),(1993),(Male),1973,"Gouache, pencil and mixed media on paper","11 x 8 5/8"" (27.9 x 21.9 cm)",Gift of the Estate of Robert Overby,1163.2001.a-zzz,Drawing,Drawings & Prints,2001-02-13,Y,http://www.moma.org/collection/works/38531,http://www.moma.org/media/W1siZiIsIjI4OTE0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9670618142e2e908,,,,27.9,,,21.9,,
38628,"[(240, 235, 225), (125, 164, 190), (177, 157, 84), (193, 180, 139), (164, 188, 201), (174, 140, 121)]","{'linen', 'tan', 'darkkhaki', 'cadetblue', 'lightsteelblue', 'rosybrown'}","{'yellow', 'brown', 'blue'}",The Song,Sidney Tillim,5877,"(American, 1925–2001)",(American),(1925),(2001),(Male),1970,Watercolor and pencil on paper,"7 x 10"" (17.8 x 25.4 cm)",Fractional and promised gift of Charles Cowles,1395.1974a-b,Drawing,Drawings & Prints,1975-01-24,Y,http://www.moma.org/collection/works/38628,http://www.moma.org/media/W1siZiIsIjQzNzM1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c0e6f6ac0c4b75ff,,,,17.8,,,14.9,,
38835,"[(173, 147, 108), (235, 219, 188), (86, 74, 59), (108, 84, 67), (213, 196, 155), (220, 188, 148)]","{'darkolivegreen', 'burlywood', 'tan', 'wheat', 'rosybrown'}","{'green', 'brown'}",Portrait of Glenway Wescott,Pavel Tchelitchew,5821,"(American, born Russia. 1898–1957)",(American),(1898),(1957),(Male),1925,Pencil on colored paper,"22 1/2 x 15 5/8"" (57.0 x 39.7 cm)",Gift of Monroe Wheeler,2664.1967,Drawing,Drawings & Prints,1967-12-15,Y,http://www.moma.org/collection/works/38835,http://www.moma.org/media/W1siZiIsIjQzMjQwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=976e80a7ba54553e,,,,57.1,,,39.7,,
38836,"[(235, 220, 201), (213, 58, 68), (236, 133, 129), (227, 169, 146), (225, 108, 99), (196, 184, 156)]","{'bisque', 'burlywood', 'lightcoral', 'indianred', 'tan', 'crimson'}","{'red', 'brown'}",George Platt Lynes,Pavel Tchelitchew,5821,"(American, born Russia. 1898–1957)",(American),(1898),(1957),(Male),1935,Colored ink on paper,"15 1/8 x 11 1/8"" (38.2 x 28.2 cm)",Gift of Monroe Wheeler,2665.1967.a-b,Drawing,Drawings & Prints,1967-12-15,Y,http://www.moma.org/collection/works/38836,http://www.moma.org/media/W1siZiIsIjQzMDg2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=de0676f525226f59,,,,,,,,,
43944,"[(200, 136, 91), (237, 212, 197), (95, 40, 11), (131, 72, 31), (106, 72, 55), (236, 196, 156)]","{'darkolivegreen', 'burlywood', 'peru', 'wheat', 'saddlebrown', 'maroon'}","{'green', 'brown'}",The Doll,Hans Bellmer,452,"(German, 1902–1975)",(German),(1902),(1975),(Male),1936,Book containing gelatin silver prints,"Image (each): 4 5/8 × 3"" (11.7 × 7.6 cm)
Overall: 6 1/2 × 4 13/16"" (16.5 × 12.3 cm)",Purchase,9.1994.1-9,Photograph,Photography,1994-01-13,Y,http://www.moma.org/collection/works/43944,http://www.moma.org/media/W1siZiIsIjIzNTA4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=20e00c5c0265e31e,,,,11.684,,,7.62,,
47305,"[(219, 202, 165), (169, 140, 93), (190, 163, 116), (172, 148, 108), (170, 140, 108), (189, 164, 132)]","{'tan', 'peru', 'darkkhaki', 'rosybrown'}","{'yellow', 'brown'}",Suttons,Alfred Capel Cure,959,"(British, 1826–1896)",(British),(1826),(1896),(Male),1859,Albumen silver print from a glass negative,"5 11/16 × 7 3/4"" (14.5 × 19.6 cm)",Gift of Carey O. Cook,170.1983,Photograph,Photography,1983-01-13,Y,http://www.moma.org/collection/works/47305,http://www.moma.org/media/W1siZiIsIjM0NDQ0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=00e4ec6bd15a3da1,,,,14.5,,,19.6,,
47324,"[(220, 204, 171), (165, 133, 91), (179, 150, 106), (189, 161, 119), (197, 172, 129), (172, 151, 117)]","{'peru', 'tan', 'darkkhaki', 'wheat', 'rosybrown'}","{'yellow', 'brown'}",Suttons,Alfred Capel Cure,959,"(British, 1826–1896)",(British),(1826),(1896),(Male),April 1859,Albumen silver print from a glass negative,"6 3/16 × 9 9/16"" (15.7 × 24.3 cm)",Gift of Carey O. Cook,171.1983,Photograph,Photography,1983-01-13,Y,http://www.moma.org/collection/works/47324,http://www.moma.org/media/W1siZiIsIjM0NDQ0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bb137b557e5aca40,,,,15.7,,,24.3,,
49567,"[(191, 63, 48), (237, 230, 226), (238, 164, 63), (228, 150, 63), (81, 56, 40), (132, 86, 44)]","{'darkolivegreen', 'peru', 'linen', 'sandybrown', 'brown', 'sienna'}","{'brown', 'green'}",Champs Délicieux,Man Ray (Emmanuel Radnitzky),3716,"(American, 1890–1976)",(American),(1890),(1976),(Male),1922,"Album with letterpress label on cover, letterpress text folio, and twelve gelatin silver prints","album 15 1/4 × 11 1/2"" (39 × 29 cm)",Abby Aldrich Rockefeller Fund,253.1935.1-12,Photograph,Photography,1935-11-12,Y,http://www.moma.org/collection/works/49567,http://www.moma.org/media/W1siZiIsIjUxMTU3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cc26a5613f4bd91d,,,,39.0,,,29.0,,
51217,"[(129, 82, 45), (205, 182, 158), (70, 38, 21), (172, 133, 98), (182, 151, 128), (197, 152, 110)]","{'peru', 'tan', 'darkkhaki', 'saddlebrown', 'maroon', 'rosybrown'}","{'yellow', 'brown'}","Sawn Tree, Cross River","Robert F. Sheehan, 3rd",18151,"(American, 1922–1969)",(American),(1922),(1969),(Male),October 1956,Silver dye bleach,"6 1/4 × 9 3/8"" (15.9 × 23.8 cm)",Gift of the artist,339.1959,Photograph,Photography,1959-04-22,Y,http://www.moma.org/collection/works/51217,http://www.moma.org/media/W1siZiIsIjIxMzUyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bbaefcdae831ee0c,,,,15.9,,,23.8,,
54947,"[(189, 137, 105), (108, 49, 36), (173, 112, 82), (152, 87, 61), (129, 84, 65), (156, 105, 92)]","{'indianred', 'saddlebrown', 'rosybrown', 'sienna'}","{'red', 'brown'}",Portrait of Mr. Charles Hay Cameron,Julia Margaret Cameron,932,"(British, 1815–1879)",(British),(1815),(1879),(Female),September 1871,Carbon print,"12 1/4 × 9 9/16"" (31.1 × 24.3 cm)",Gift of Edward Steichen,545.1960,Photograph,Photography,1961-01-10,Y,http://www.moma.org/collection/works/54947,http://www.moma.org/media/W1siZiIsIjQ0MjcyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=50d738c5d16273c5,,,,31.1,,,24.3,,
56046,"[(21, 27, 93), (181, 136, 62), (225, 212, 182), (104, 54, 14), (224, 202, 141), (116, 82, 46)]","{'burlywood', 'peru', 'midnightblue', 'wheat', 'saddlebrown'}","{'brown', 'blue'}",Untitled from the series Actual Photos,"Laurie Simmons, Allan McCollum","7015, 3872","(American, born 1949) (American, born 1944)",(American) (American),(1949) (1944),(0) (0),(Female) (Male),1985,Silver dye bleach print,"9 5/16 × 6 3/8"" (23.7 × 16.2 cm)",Joel and Anne Ehrenkranz Fund,684.1994,Photograph,Photography,1994-12-15,Y,http://www.moma.org/collection/works/56046,http://www.moma.org/media/W1siZiIsIjIwMTc0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=435a33e70ed970bc,,,,23.7,,,16.2,,
57525,"[(68, 129, 166), (155, 187, 203), (118, 165, 189), (98, 156, 182), (131, 180, 196), (95, 148, 188)]","{'steelblue', 'lightsteelblue', 'cadetblue', 'mediumaquamarine'}","{'green', 'blue'}",Untitled,William Eggleston,1690,"(American, born 1939)",(American),(1939),(0),(Male),1978,Chromogenic print,"6 3/8 × 9 1/2"" (16.2 × 24.1 cm)",Acquired through the generosity of Jo Carole and Ronald S. Lauder,1013.1979.13,Photograph,Photography,1979-10-11,Y,http://www.moma.org/collection/works/57525,http://www.moma.org/media/W1siZiIsIjM2MzQ3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cac5d28338cb437c,,,,16.2,,,24.1,,
59493,"[(238, 236, 220), (183, 93, 113), (98, 157, 194), (208, 158, 159), (250, 200, 154), (217, 139, 122)]","{'navajowhite', 'beige', 'darksalmon', 'indianred', 'tan', 'cadetblue'}","{'red', 'brown', 'white', 'blue'}",Mother and Child,Louise Bourgeois,710,"(American, born France. 1911–2010)",(American),(1911),(2010),(Female),1999,"Drypoint, with hand additions","plate: 11 7/8 x 9 15/16"" (30.2 x 25.2 cm); sheet: 15 1/2 x 11"" (39 x 28 cm)",Gift of the artist,920.2008,Print,Drawings & Prints,2008-06-18,Y,http://www.moma.org/collection/works/59493,http://www.moma.org/media/W1siZiIsIjI2NzU1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=915a4c235d291e4d,,,,30.2,,,25.2,,
59692,"[(235, 231, 228), (198, 76, 63), (218, 147, 136), (213, 115, 116), (225, 171, 172), (212, 140, 104)]","{'indianred', 'linen', 'tan', 'palevioletred', 'darksalmon'}","{'red', 'brown', 'pink'}",Untitled from Room 1987 (Raum 1987),Günther Förg,1940,"(German, 1952–2013)",(German),(1952),(2013),(Male),1987,One from a portfolio of twelve lithographs,"composition: 20 3/16 x 14 1/8"" (51.3 x 35.8cm); sheet: 28 1/4 x 20 3/8"" (71.8 x 51.7 cm)",Walter Bareiss Fund,6.1989.10,Print,Drawings & Prints,1989-01-18,Y,http://www.moma.org/collection/works/59692,http://www.moma.org/media/W1siZiIsIjIzODg3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d3c17be376a98b70,,,,51.3,,,35.8,,
59693,"[(235, 230, 227), (206, 87, 69), (221, 151, 139), (217, 123, 116), (227, 171, 172), (214, 140, 106)]","{'lightpink', 'lightcoral', 'indianred', 'linen', 'darksalmon'}","{'red', 'brown', 'pink'}",Untitled from Room 1987 (Raum 1987),Günther Förg,1940,"(German, 1952–2013)",(German),(1952),(2013),(Male),1987,One from a portfolio of twelve lithographs,"composition: 20 5/8 x 14 7/8"" (52.4 x 37.8cm); sheet: 28 1/4 x 20 3/8"" (71.8 x 51.7 cm)",Walter Bareiss Fund,6.1989.11,Print,Drawings & Prints,1989-01-18,Y,http://www.moma.org/collection/works/59693,http://www.moma.org/media/W1siZiIsIjIzODg3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8da265a9d73c9324,,,,52.4,,,37.8,,
59694,"[(205, 85, 68), (234, 230, 228), (221, 152, 141), (224, 180, 162), (217, 123, 124), (212, 148, 116)]","{'lightcoral', 'indianred', 'linen', 'tan', 'darksalmon'}","{'red', 'brown'}",Untitled from Room 1987 (Raum 1987),Günther Förg,1940,"(German, 1952–2013)",(German),(1952),(2013),(Male),1987,One from a portfolio of twelve lithographs,"composition: 20 9/16 x 14 1/16"" (52.3 x 35.7cm); sheet: 28 1/4 x 20 3/8"" (71.8 x 51.7 cm)",Walter Bareiss Fund,6.1989.12,Print,Drawings & Prints,1989-01-18,Y,http://www.moma.org/collection/works/59694,http://www.moma.org/media/W1siZiIsIjIzODg3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d8a8e7ceb1990405,,,,52.3,,,35.7,,
59709,"[(241, 239, 229), (85, 89, 64), (192, 185, 111), (153, 148, 78), (150, 155, 136), (170, 180, 130)]","{'darkolivegreen', 'peru', 'darkseagreen', 'linen', 'darkkhaki'}","{'yellow', 'green', 'brown'}",Triumph of St. Valentine,Warrington Colescott,1184,"(American, 1921–2018)",(American),(1921),(2018),(Male),"1963, published 1964","Drypoint, etching, aquatint, engraving, and stencil","plate: 17 7/8 × 23 3/4"" (45.4 × 60.3 cm); sheet: 20 3/8 × 27 9/16"" (51.7 × 70 cm)",Abby Aldrich Rockefeller Fund,7.1964,Print,Drawings & Prints,1964-01-07,Y,http://www.moma.org/collection/works/59709,http://www.moma.org/media/W1siZiIsIjIxODcyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=aa9ed2ff525ea75f,,,,45.4,,,60.3,,
59801,"[(251, 92, 105), (244, 243, 233), (243, 211, 65), (251, 137, 145), (249, 170, 170), (249, 187, 188)]","{'lightpink', 'lightcoral', 'linen', 'sandybrown', 'tomato'}","{'red', 'pink', 'brown', 'orange'}",Untitled,Allan D'Arcangelo,1349,"(American, 1930–1998)",(American),(1930),(1998),(Male),1965,Screenprint,"composition (irreg.): 22 × 22"" (55.9 × 55.9 cm); sheet: 22 1/2 × 22 9/16"" (57.2 × 57.3 cm)",Gift of the Fischbach Gallery,10.1966,Print,Drawings & Prints,1966-01-11,Y,http://www.moma.org/collection/works/59801,http://www.moma.org/media/W1siZiIsIjI2Nzg0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ed6a0b00a254d2fa,,,,55.9,,,55.9,,
59901,"[(208, 77, 46), (244, 232, 218), (237, 169, 137), (241, 204, 180), (228, 139, 116), (229, 180, 166)]","{'burlywood', 'antiquewhite', 'wheat', 'darksalmon', 'chocolate'}","{'red', 'brown'}",Window (Fenster),Arnulf Rainer,4792,"(Austrian, born 1929)",(Austrian),(1929),(0),(Male),(1961),Drypoint,"plate: 16 1/2 x 11 3/4"" (41.9 x 29.9 cm); sheet: 20 7/8 x 15 1/16"" (53 x 38.3 cm)",Gift of The Lauder Foundation,12.1988,Print,Drawings & Prints,1988-01-19,Y,http://www.moma.org/collection/works/59901,http://www.moma.org/media/W1siZiIsIjIxOTg2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4be7f3b1dbaa00f7,,,,41.9,,,29.9,,
60002,"[(144, 107, 69), (238, 232, 212), (184, 163, 137), (99, 83, 72), (202, 189, 165), (194, 179, 156)]","{'darkolivegreen', 'antiquewhite', 'tan', 'rosybrown', 'sienna'}","{'brown', 'green'}",Bronze Smoke,Helen Frankenthaler,1974,"(American, 1928–2011)",(American),(1928),(2011),(Female),1978,Lithograph,"composition (irreg.): 25 1/8 × 18 13/16"" (63.8 × 47.8 cm); sheet: 31 1/4 × 22 5/8"" (79.4 × 57.5 cm)",Gift of Celeste Bartos,16.1979,Print,Drawings & Prints,1979-01-23,Y,http://www.moma.org/collection/works/60002,http://www.moma.org/media/W1siZiIsIjE4MTUyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=237673049c57d63d,,,,63.8,,,47.8,,
60023,"[(139, 90, 73), (238, 231, 212), (197, 166, 139), (104, 67, 50), (212, 175, 150), (203, 180, 164)]","{'darkolivegreen', 'antiquewhite', 'tan', 'sienna'}","{'green', 'brown'}",Altitudes,Helen Frankenthaler,1974,"(American, 1928–2011)",(American),(1928),(2011),(Female),1978,Lithograph,"composition (irreg.): 22 1/8 × 22 9/16"" (56.2 × 57.3 cm); sheet (irreg.): 22 1/2 × 30 5/8"" (57.2 × 77.8 cm)",Gift of Celeste Bartos,17.1979,Print,Drawings & Prints,1979-01-23,Y,http://www.moma.org/collection/works/60023,http://www.moma.org/media/W1siZiIsIjE4MTUzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ff732d4a856f7445,,,,56.2,,,57.3,,
60217,"[(218, 210, 182), (239, 239, 239), (207, 151, 132), (189, 108, 95), (194, 132, 108), (188, 177, 145)]","{'whitesmoke', 'indianred', 'tan', 'wheat', 'rosybrown'}","{'red', 'brown', 'white'}",Untitled from Homage to Picasso (Hommage à Picasso),Joseph Beuys,540,"(German, 1921–1986)",(German),(1921),(1986),(Male),1973,"Lithograph from a portfolio of 31 lithographs (one with aquatint, one with collotype, one with screenprint), 22 screenprints (one with embossing, one with flocking, one with stencil), 11 etchings (five with aquatint, one with aquatint and drypoint, one with aquatint, drypoint, and engraving), three aquatints (one with etching), and two woodcuts","composition (irreg.): 19 1/4 x 22 1/4"" (48.9 x 56.5cm); sheet: 22 1/16 x 29 13/16"" (56 x 75.7cm)",Gift of Dorothy Miller (by exchange),22.1987.24,Print,Drawings & Prints,1987-01-15,Y,http://www.moma.org/collection/works/60217,http://www.moma.org/media/W1siZiIsIjIzMTQ0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f5e5b6612d860c7d,,,,48.9,,,56.5,,
60254,"[(46, 82, 146), (240, 239, 236), (5, 28, 66), (141, 137, 197), (125, 184, 196), (196, 156, 212)]","{'mediumaquamarine', 'plum', 'darkslateblue', 'midnightblue', 'linen', 'mediumpurple'}","{'green', 'purple', 'brown', 'blue'}",Untitled from Homage to Picasso (Hommage à Picasso),Victor Vasarely,6109,"(French, born Hungary 1908–1997)",(French),(1908),(1997),(Male),1973,"Screenprint from a portfolio of thirty-one lithographs (one with aquatint, one with collotype, one with screenprint), twenty-two screenprints (one with embossing, one with flocking, one with stencil), eleven etchings (five with aquatint, one with aquatint and drypoint, one with aquatint, drypoint, and engraving), three aquatints (one with etching), and two woodcuts","composition: 19 11/16 x 19 11/16"" (50 x 50cm); sheet: 29 1/2 x 22 1/16"" (75 x 56cm)",Gift of Dorothy Miller (by exchange),22.1987.58,Print,Drawings & Prints,1987-01-15,Y,http://www.moma.org/collection/works/60254,http://www.moma.org/media/W1siZiIsIjIzMTQ3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f0af8c5b5375533b,,,,50.0,,,50.0,,
60367,"[(251, 245, 244), (126, 62, 65), (218, 145, 119), (230, 174, 144), (180, 120, 132), (188, 156, 148)]","{'burlywood', 'whitesmoke', 'darksalmon', 'rosybrown', 'sienna'}","{'brown', 'red', 'white'}",Red River #10 from 10: Artist as Catalyst,Andres Serrano,7018,"(American, born 1950)",(American),(1950),(0),(Male),1992,One from a portfolio of ten screenprints,"composition: 14 1/8 x 9 7/16"" (35.8 x 24 cm); sheet: 26 x 26"" (66 x 66 cm)",Gift of Agnes Gund,26.1993.9,Print,Drawings & Prints,1993-01-18,Y,http://www.moma.org/collection/works/60367,http://www.moma.org/media/W1siZiIsIjQxNzc2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bdeb43a65ea91ee1,,,,35.8,,,24.0,,
60410,"[(239, 238, 236), (232, 207, 119), (230, 176, 56), (227, 200, 106), (235, 196, 68), (235, 212, 107)]","{'burlywood', 'goldenrod', 'linen', 'khaki', 'sandybrown'}","{'yellow', 'brown'}",WLS I from White Line Squares (Series I),Josef Albers,97,"(American, born Germany. 1888–1976)",(American),(1888),(1976),(Male),1966,Lithograph,"composition: 15 11/16 x 15 11/16"" (39.9 x 39.9 cm); plate: 20 3/4 x 20 3/4"" (52.7 x 52.7 cm)",John B. Turner Fund,28.1967.1,Print,Drawings & Prints,1967-02-09,Y,http://www.moma.org/collection/works/60410,http://www.moma.org/media/W1siZiIsIjY2OTU3Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=14373a282ee76ba7,,,,39.9,,,39.9,,
60522,"[(241, 226, 105), (251, 251, 201), (250, 247, 156), (210, 188, 34), (224, 205, 63), (208, 186, 58)]","{'khaki', 'lemonchiffon', 'goldenrod', 'palegoldenrod'}","{'yellow', 'brown'}",Notes,Barnett Newman,4285,"(American, 1905–1970)",(American),(1905),(1970),(Male),1968,"Portfolio of eighteen etchings, nine with aquatint","plate (each approx., varying orientation): 14.8 x 8.5; sheet (each approx., varying orientation): 50.7 x 35.5",Gift of Celeste Bartos,33.1979.1-18,Print,Drawings & Prints,1979-01-23,Y,http://www.moma.org/collection/works/60522,http://www.moma.org/media/W1siZiIsIjEwOTMzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3f6e0724596274fd,,,,14.8,,,8.5,,
60555,"[(162, 140, 116), (90, 62, 45), (236, 224, 193), (223, 208, 176), (99, 84, 61), (103, 84, 51)]","{'darkolivegreen', 'wheat', 'rosybrown'}","{'green', 'brown'}",Three Heads (Drei Köpfe),Christian Rohlfs,5000,"(German, 1849–1938)",(German),(1849),(1938),(Male),(c. 1912),Woodcut over fabric,"composition: 14 3/16 x 10 5/8"" (36 x 27 cm); sheet: 14 3/16 x 10 5/8"" (36 x 27 cm)",Matthew T. Mellon Foundation Fund,34.1962,Print,Drawings & Prints,1962-01-09,Y,http://www.moma.org/collection/works/60555,http://www.moma.org/media/W1siZiIsIjExNzk3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c2a434f418d0f1e8,,,,36.0,,,27.0,,
60584,"[(234, 237, 236), (199, 83, 87), (218, 159, 161), (217, 133, 122), (171, 197, 213), (220, 188, 171)]","{'indianred', 'tan', 'lavender', 'darksalmon', 'lightsteelblue'}","{'red', 'brown', 'blue', 'purple'}","Le Lit, Gros Édredon, Bleu",Louise Bourgeois,710,"(American, born France. 1911–2010)",(American),(1911),(2010),(Female),1997,"Etching, with hand additions","plate: 19 3/4 x 26 13/16"" (50.1 x 68.1 cm); sheet: 20 7/8 x 27 13/16"" (53 x 70.7 cm)",Gift of the artist,35.1998,Print,Drawings & Prints,1998-03-05,Y,http://www.moma.org/collection/works/60584,http://www.moma.org/media/W1siZiIsIjI2OTI0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1fec8dcea5103aec,,,,50.1,,,68.1,,
60957,"[(161, 73, 50), (248, 245, 239), (243, 220, 109), (184, 136, 125), (215, 155, 88), (196, 164, 156)]","{'whitesmoke', 'khaki', 'sandybrown', 'rosybrown', 'sienna'}","{'yellow', 'white', 'brown'}",The Flag of the Agricultural Revolution,Mel Chin,7117,"(American, born 1951)",(American),(1951),(0),(Male),1997,Woodcut,,The Ralph E. Shikes Fund,51.1998,Print,Drawings & Prints,1998-03-05,Y,http://www.moma.org/collection/works/60957,http://www.moma.org/media/W1siZiIsIjI2MjI3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=31bc0d5735980bf0,,,,,,,,,
61029,"[(208, 50, 7), (66, 45, 20), (242, 231, 221), (222, 121, 98), (124, 55, 20), (220, 156, 124)]","{'darkolivegreen', 'antiquewhite', 'saddlebrown', 'darksalmon', 'salmon', 'firebrick'}","{'brown', 'red', 'green'}",Magic Window Cleaner II from Graphics of Capitalist Realism (Grafik des Kapitalistischen Realismus),K. H. Hödicke,18700,"(German, born 1938)",(German),(1938),(0),(Male),"1967, published 1968","Screenprint on plexiglass from a portfolio of six screenprints (one with four seed packets, one on plexiglass, and one with glitter additions)","composition and sheet: 23 1/8 × 32 5/8"" (58.8 × 82.8 cm)
",Linda Barth Goldstein Fund,55.1995.2,Print,Drawings & Prints,1995-01-24,Y,http://www.moma.org/collection/works/61029,http://www.moma.org/media/W1siZiIsIjQ4OTA5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7a7dc321a0db1530,,,,58.8,,,82.8,,
61282,"[(124, 163, 200), (154, 65, 63), (239, 235, 231), (88, 89, 132), (185, 215, 228), (67, 101, 156)]","{'steelblue', 'cornflowerblue', 'darkslateblue', 'linen', 'lightblue', 'sienna'}","{'purple', 'brown', 'blue'}",Hamlet and Ophelia,Louise Bourgeois,710,"(American, born France. 1911–2010)",(American),(1911),(2010),(Female),1997,"Lithograph, with hand additions","composition and sheet: 29 5/8 x 41 15/16"" (75.3 x 106.6 cm)",Gift of the artist,72.1997,Print,Drawings & Prints,1997-03-06,Y,http://www.moma.org/collection/works/61282,http://www.moma.org/media/W1siZiIsIjEzMDg5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f39ba5080827006f,,,,75.3,,,106.6,,
61397,"[(213, 192, 152), (168, 145, 86), (243, 237, 223), (163, 159, 127), (172, 148, 108), (236, 228, 196)]","{'bisque', 'peru', 'beige', 'tan', 'rosybrown'}","{'brown', 'white'}",The Visitation,Maurice Denis,1492,"(French, 1870–1943)",(French),(1870),(1943),(Male),(1894),Lithograph,"composition: 6 7/16 x 5 1/16"" (16.3 x 12.9 cm); sheet: 9 5/8 x 6 1/4"" (24.4 x 15.9 cm)",Gift of Mrs. Bertha M. Slattery,63.1954,Print,Drawings & Prints,1954-04-06,Y,http://www.moma.org/collection/works/61397,http://www.moma.org/media/W1siZiIsIjE2Mjg4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8a131fa7a144cb4f,,,,16.3,,,12.9,,
61521,"[(83, 146, 98), (241, 226, 204), (215, 162, 55), (184, 69, 51), (222, 193, 112), (208, 150, 152)]","{'seagreen', 'bisque', 'burlywood', 'goldenrod', 'rosybrown', 'sienna'}","{'green', 'brown'}",Untitled,Carroll Dunham,1652,"(American, born 1949)",(American),(1949),(0),(Male),1996,Lithograph,"composition  13 1/2 x 20 9/16"" (34.3 x 52.2 cm)
sheet  21 1/4 x 26 7/8"" (54 x 68.2 cm)",Gift of Emily Fisher Landau,80.1997,Print,Drawings & Prints,1997-03-06,Y,http://www.moma.org/collection/works/61521,http://www.moma.org/media/W1siZiIsIjUyNzc1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2121d85892fac075,,,,34.3,,,52.2,,
